order_id,buyer_id,supplier_id,order_date,order_seq,n_skus,gmv,status,cogs_ratio,cogs,gross_profit
267,B0090,S019,2026-04-11,5,6,271.26,completed,0.6777051895328171,183.83430971267197,87.42569028732802
268,B0090,S012,2026-04-18,6,3,155.91,completed,0.680902242856227,106.15946868371435,49.750531316285645
269,B0090,S010,2026-05-01,7,6,333.4,cancelled,0.5664762091231685,188.8631681216644,144.5368318783356
270,B0090,S014,2026-05-09,8,6,342.16,completed,0.7401727124500821,253.2574952919201,88.90250470807993
271,B0090,S017,2026-05-14,9,4,131.88,completed,0.7387231840335198,97.42281351034059,34.45718648965941
272,B0090,S014,2026-06-22,10,7,109.33,cancelled,0.7401727124500821,80.92308265216748,28.40691734783252
273,B0091,S016,2026-02-01,1,1,58.72,completed,0.6364669602085204,37.37333990344432,21.34666009655568
274,B0091,S016,2026-02-23,2,4,95.19,completed,0.6364669602085204,60.58528994224906,34.604710057750935
275,B0091,S008,2026-03-09,3,8,359.62,completed,0.6887364451562977,247.6834004071078,111.93659959289221
276,B0091,S026,2026-03-22,4,4,226.2,completed,0.5926209408050167,134.05085681009479,92.1491431899052
277,B0091,S009,2026-04-30,5,3,111.12,completed,0.5941539225577521,66.02238387461742,45.09761612538259
278,B0091,S028,2026-05-05,6,4,198.48,cancelled,0.680333365075177,135.03256630012115,63.44743369987884
279,B0091,S023,2026-06-17,7,6,307.94,completed,0.6318668012630086,194.57706278093087,113.36293721906912
280,B0092,S007,2026-06-10,1,2,33.88,completed,0.7089619097499859,24.019629502329522,9.86037049767048
281,B0092,S022,2026-06-12,2,6,306.62,completed,0.7467955295919657,228.98244528348852,77.63755471651149
282,B0093,S002,2026-03-29,1,2,104.92,completed,0.6047253332563332,63.44778196525448,41.472218034745524
283,B0094,S006,2026-02-20,1,7,262.09,completed,0.5827247642383339,152.72633345922492,109.36366654077506
284,B0094,S008,2026-04-29,2,3,94.28,completed,0.6887364451562977,64.93407204933575,29.345927950664247
285,B0094,S025,2026-06-28,3,6,280.82,completed,0.5959909211782173,167.36617048526696,113.45382951473303
286,B0095,S010,2026-04-13,1,2,59.38,completed,0.5664762091231685,33.63735729773375,25.742642702266252
287,B0096,S015,2026-02-20,1,4,80.19,completed,0.5802115783561801,46.52716646838208,33.66283353161792
288,B0096,S019,2026-04-26,2,7,348.03,completed,0.6777051895328171,235.86173711310633,112.16826288689364
289,B0096,S014,2026-04-30,3,2,76.69,completed,0.7401727124500821,56.76384531779679,19.926154682203205
290,B0097,S011,2026-05-24,1,8,410.6,completed,0.6860998604149426,281.7126026863755,128.88739731362455
291,B0098,S028,2026-03-23,1,7,315.71,completed,0.680333365075177,214.78804668788413,100.92195331211585
292,B0098,S007,2026-03-29,2,2,95.78,completed,0.7089619097499859,67.90437171585364,27.87562828414636
293,B0098,S019,2026-04-07,3,8,279.78,completed,0.6777051895328171,189.60835792749154,90.17164207250843
294,B0098,S019,2026-05-11,4,7,374.0,completed,0.6777051895328171,253.4617408852736,120.5382591147264
295,B0098,S002,2026-05-28,5,5,111.4,completed,0.6047253332563332,67.36640212475551,44.033597875244496
296,B0098,S010,2026-06-03,6,7,135.07,completed,0.5664762091231685,76.51394156626637,58.556058433733625
297,B0099,S003,2026-05-07,1,3,107.18,completed,0.7494249000315423,80.3233607853807,26.856639214619307
298,B0099,S020,2026-05-13,2,2,107.93,completed,0.6295188795925589,67.94397267442488,39.98602732557512
299,B0099,S025,2026-05-22,3,2,65.34,completed,0.5959909211782173,38.94204678978472,26.397953210215285
300,B0099,S016,2026-06-08,4,2,87.6,completed,0.6364669602085204,55.75450571426639,31.845494285733608
301,B0099,S024,2026-06-09,5,4,84.45,completed,0.7288198407358268,61.54883555014058,22.901164449859422
302,B0099,S026,2026-06-16,6,7,233.27,completed,0.5926209408050167,138.24068686158625,95.02931313841376
303,B0099,S006,2026-06-29,7,5,178.78,completed,0.5827247642383339,104.17953335052933,74.60046664947068
304,B0100,S024,2026-03-17,1,2,55.29,completed,0.7288198407358268,40.296448994283864,14.993551005716135
305,B0100,S025,2026-04-02,2,2,113.86,completed,0.5959909211782173,67.85952628535182,46.00047371464818
306,B0100,S001,2026-04-18,3,1,35.03,completed,0.6391805412753497,22.3904943608755,12.6395056391245
307,B0100,S022,2026-05-24,4,7,190.47,completed,0.7467955295919657,142.2421445213817,48.227855478618295
308,B0100,S007,2026-06-01,5,4,119.74,completed,0.7089619097499859,84.89109907346331,34.848900926536686
309,B0100,S028,2026-06-10,6,2,67.09,cancelled,0.680333365075177,45.64356546289363,21.44643453710637
310,B0101,S021,2026-04-20,1,4,139.82,completed,0.604843040469734,84.56915391847821,55.250846081521786
311,B0101,S010,2026-06-02,2,6,320.03,completed,0.5664762091231685,181.28938120568762,138.74061879431235
312,B0102,S026,2026-03-05,1,3,96.12,completed,0.5926209408050167,56.96272483017821,39.157275169821794
313,B0102,S026,2026-03-17,2,2,95.23,completed,0.5926209408050167,56.435292192861745,38.79470780713826
314,B0102,S014,2026-04-10,3,9,318.55,completed,0.7401727124500821,235.78201755097365,82.76798244902636
315,B0102,S021,2026-04-24,4,4,205.11,completed,0.604843040469734,124.05935603074715,81.05064396925286
316,B0102,S021,2026-05-28,5,4,111.67,completed,0.604843040469734,67.5428223292552,44.1271776707448
317,B0102,S029,2026-06-04,6,6,84.71,completed,0.6237052687447523,52.83407331536797,31.875926684632027
318,B0102,S001,2026-06-05,7,6,308.85,completed,0.6391805412753497,197.4109101728918,111.43908982710823
319,B0102,S007,2026-06-14,8,6,92.83,completed,0.7089619097499859,65.81293408209119,27.01706591790881
320,B0102,S019,2026-06-30,9,4,181.35,completed,0.6777051895328171,122.90183612177638,58.44816387822361
321,B0103,S025,2026-03-31,1,4,170.89,completed,0.5959909211782173,101.84888852014554,69.04111147985445
322,B0103,S020,2026-05-26,2,5,188.04,completed,0.6295188795925589,118.37473011858478,69.66526988141521
323,B0104,S014,2026-01-13,1,6,301.84,completed,0.7401727124500821,223.41373152593275,78.42626847406723
324,B0104,S024,2026-02-23,2,6,365.34,completed,0.7288198407358268,266.26704061442695,99.07295938557303
325,B0104,S023,2026-05-08,3,1,50.1,completed,0.6318668012630086,31.656526743276736,18.443473256723266
326,B0104,S027,2026-05-11,4,5,125.6,completed,0.5562268165769023,69.86208816205892,55.73791183794107
327,B0104,S026,2026-05-15,5,3,145.68,completed,0.5926209408050167,86.33301865647483,59.34698134352517
328,B0105,S001,2026-05-16,1,2,70.31,completed,0.6391805412753497,44.94078385706984,25.369216142930163
329,B0106,S011,2026-06-19,1,2,38.56,completed,0.6860998604149426,26.45601061760019,12.103989382399813
330,B0107,S009,2026-01-29,1,4,142.19,cancelled,0.5941539225577521,84.48274624848678,57.70725375151322
331,B0108,S015,2026-03-07,1,3,135.09,completed,0.5802115783561801,78.38078212013637,56.70921787986363
332,B0108,S009,2026-04-23,2,1,35.18,completed,0.5941539225577521,20.902334995581718,14.277665004418282
333,B0108,S023,2026-05-08,3,3,83.69,completed,0.6318668012630086,52.88093259770119,30.80906740229881
334,B0108,S007,2026-05-14,4,2,82.42,completed,0.7089619097499859,58.43264060159383,23.98735939840617
335,B0108,S016,2026-05-18,5,2,64.55,completed,0.6364669602085204,41.08394228145999,23.466057718540007
336,B0109,S006,2026-03-18,1,1,40.86,completed,0.5827247642383339,23.810133866778322,17.049866133221677
337,B0109,S024,2026-04-16,2,5,278.84,completed,0.7288198407358268,203.22412439077794,75.61587560922203
338,B0110,S016,2026-03-12,1,3,92.6,completed,0.6364669602085204,58.93684051530899,33.66315948469101
339,B0110,S014,2026-03-20,2,6,240.54,completed,0.7401727124500821,178.04114425274275,62.49885574725724
340,B0110,S009,2026-04-04,3,4,164.93,completed,0.5941539225577521,97.99380644745005,66.93619355254995
341,B0110,S012,2026-04-08,4,5,84.81,completed,0.680902242856227,57.74731921663662,27.062680783363383
342,B0111,S005,2026-02-07,1,5,242.65,completed,0.6402774048659351,155.36331229071916,87.28668770928084
343,B0112,S016,2026-02-12,1,8,251.63,completed,0.6364669602085204,160.15418119727,91.47581880273
344,B0112,S015,2026-04-19,2,5,240.44,completed,0.5802115783561801,139.50607189995995,100.93392810004005
345,B0112,S026,2026-05-15,3,4,114.2,completed,0.5926209408050167,67.67731143993291,46.522688560067095
346,B0112,S020,2026-05-24,4,3,92.07,completed,0.6295188795925589,57.9598032440869,34.110196755913094
347,B0112,S025,2026-06-12,5,7,145.07,completed,0.5959909211782173,86.46040293532398,58.60959706467601
348,B0113,S019,2026-05-12,1,3,115.05,completed,0.6777051895328171,77.9699820557506,37.08001794424939
349,B0113,S010,2026-05-14,2,2,66.38,completed,0.5664762091231685,37.60269076159592,28.777309238404072
350,B0113,S023,2026-06-01,3,4,91.45,completed,0.6318668012630086,57.78421897550214,33.66578102449786
351,B0113,S014,2026-06-11,4,4,256.37,completed,0.7401727124500821,189.75807829082754,66.61192170917246
352,B0113,S006,2026-06-21,5,5,240.86,completed,0.5827247642383339,140.3550867144451,100.50491328555492
353,B0114,S024,2026-02-22,1,3,111.03,completed,0.7288198407358268,80.92086691689886,30.109133083101142
354,B0114,S003,2026-02-24,2,5,235.66,completed,0.7494249000315423,176.60947194143324,59.050528058566755
355,B0114,S006,2026-02-28,3,1,34.47,completed,0.5827247642383339,20.086522623295366,14.383477376704633
356,B0115,S001,2026-03-31,1,5,166.92,completed,0.6391805412753497,106.69201594968138,60.22798405031861
357,B0115,S009,2026-04-03,2,7,99.0,completed,0.5941539225577521,58.82123833321746,40.17876166678254
358,B0115,S005,2026-05-28,3,2,80.29,completed,0.6402774048659351,51.40787283668593,28.882127163314074
359,B0116,S003,2026-02-06,1,3,152.83,cancelled,0.7494249000315423,114.53460747182062,38.29539252817939
360,B0116,S012,2026-03-21,2,3,86.84,completed,0.680902242856227,59.129550769634754,27.71044923036525
361,B0117,S010,2026-03-19,1,3,118.65,completed,0.5664762091231685,67.21240221246396,51.43759778753605
362,B0117,S024,2026-04-09,2,8,157.97,completed,0.7288198407358268,115.13167024103856,42.838329758961436
363,B0117,S021,2026-06-14,3,3,138.82,cancelled,0.604843040469734,83.96431087800848,54.85568912199152
364,B0118,S007,2026-06-11,1,4,223.38,completed,0.7089619097499859,158.36791139995185,65.01208860004814
365,B0119,S026,2026-04-09,1,4,80.59,completed,0.5926209408050167,47.759321619476296,32.83067838052371
366,B0119,S026,2026-06-09,2,3,163.98,completed,0.5926209408050167,97.17798187320663,66.80201812679336
367,B0119,S010,2026-06-19,3,3,92.66,completed,0.5664762091231685,52.4896855373528,40.1703144626472
368,B0120,S028,2026-05-20,1,3,124.11,completed,0.680333365075177,84.43617393948023,39.67382606051977
369,B0120,S022,2026-05-23,2,1,49.17,completed,0.7467955295919657,36.719936190036954,12.450063809963048
370,B0120,S011,2026-06-22,3,7,383.72,completed,0.6860998604149426,263.2702384384218,120.44976156157821
371,B0121,S000,2026-05-20,1,5,210.2,completed,0.6866590753213011,144.33573763253747,65.86426236746252
372,B0122,S025,2026-02-23,1,3,166.46,completed,0.5959909211782173,99.20864873932605,67.25135126067396
373,B0122,S018,2026-02-26,2,4,83.49,cancelled,0.6339454633852245,52.92810673803239,30.561893261967604
374,B0122,S004,2026-04-04,3,4,74.86,completed,0.6352362604471946,47.55378645707699,27.30621354292301
375,B0123,S014,2026-05-08,1,2,93.33,completed,0.7401727124500821,69.08031925296616,24.249680747033835
376,B0124,S009,2026-05-05,1,4,127.67,completed,0.5941539225577521,75.85563129294822,51.814368707051784
377,B0125,S016,2026-02-14,1,5,160.99,completed,0.6364669602085204,102.46481592396971,58.5251840760303
378,B0126,S005,2026-05-12,1,4,176.23,completed,0.6402774048659351,112.83608705952373,63.393912940476255
379,B0127,S007,2026-05-13,1,2,36.24,cancelled,0.7089619097499859,25.69277960933949,10.547220390660513
380,B0128,S014,2026-02-28,1,5,107.21,completed,0.7401727124500821,79.3539165017733,27.856083498226695
381,B0128,S027,2026-03-12,2,4,151.82,completed,0.5562268165769023,84.4463552927053,67.37364470729469
382,B0129,S020,2026-03-05,1,5,257.83,completed,0.6295188795925589,162.30885272534945,95.52114727465053
383,B0129,S007,2026-03-06,2,3,53.44,completed,0.7089619097499859,37.88692445703924,15.553075542960755
384,B0130,S022,2026-05-03,1,3,70.03,completed,0.7467955295919657,52.29809093732536,17.73190906267464
385,B0130,S023,2026-05-13,2,2,92.82,cancelled,0.6318668012630086,58.64987649323246,34.17012350676753
386,B0131,S024,2026-05-22,1,2,110.94,completed,0.7288198407358268,80.85527313123262,30.084726868767376
387,B0132,S020,2026-05-21,1,4,122.79,completed,0.6295188795925589,77.29862322517032,45.49137677482969
388,B0133,S013,2026-03-05,1,2,61.98,completed,0.6046519053996419,37.476325096669804,24.503674903330193
389,B0134,S006,2026-03-25,1,2,66.69,completed,0.5827247642383339,38.86191452705448,27.828085472945517
390,B0134,S020,2026-04-12,2,6,303.83,completed,0.6295188795925589,191.26672118660716,112.56327881339283
391,B0134,S026,2026-04-25,3,4,161.78,completed,0.5926209408050167,95.8742158034356,65.9057841965644
392,B0134,S004,2026-04-30,4,6,191.51,completed,0.6352362604471946,121.65409623824223,69.85590376175776
393,B0134,S016,2026-05-05,5,5,278.71,completed,0.6364669602085204,177.38970647971672,101.32029352028326
394,B0134,S024,2026-05-05,6,5,210.91,completed,0.7288198407358268,153.71539260959324,57.19460739040676
395,B0134,S013,2026-05-07,7,5,249.88,completed,0.6046519053996419,151.0904181212625,98.7895818787375
396,B0134,S019,2026-05-28,8,5,193.97,completed,0.6777051895328171,131.45447561368053,62.51552438631947
397,B0135,S008,2026-01-26,1,2,34.83,completed,0.6887364451562977,23.98869038479385,10.84130961520615
398,B0135,S006,2026-02-23,2,2,70.83,completed,0.5827247642383339,41.274395051001186,29.555604948998813
399,B0136,S022,2026-03-05,1,2,120.48,completed,0.7467955295919657,89.97392540524004,30.506074594759966
400,B0137,S008,2026-05-16,1,5,262.52,completed,0.6887364451562977,180.80709158243127,81.71290841756871
401,B0137,S012,2026-06-01,2,1,25.89,completed,0.680902242856227,17.62855906754772,8.261440932452281
402,B0137,S002,2026-06-16,3,7,247.53,completed,0.6047253332563332,149.68766174094014,97.84233825905986
403,B0138,S014,2026-05-27,1,3,79.38,completed,0.7401727124500821,58.754909914287516,20.62509008571248
404,B0138,S017,2026-06-02,2,5,169.69,completed,0.7387231840335198,125.35393709864798,44.33606290135202
405,B0138,S019,2026-06-08,3,2,74.07,completed,0.6777051895328171,50.19762338869576,23.872376611304233
406,B0138,S026,2026-06-13,4,4,131.75,completed,0.5926209408050167,78.07780895106094,53.672191048939055
407,B0138,S017,2026-06-16,5,6,181.23,completed,0.7387231840335198,133.8788026423948,47.3511973576052
408,B0138,S011,2026-06-25,6,8,481.63,completed,0.6860998604149426,330.4462757716488,151.1837242283512
409,B0139,S006,2026-05-26,1,2,39.94,completed,0.5827247642383339,23.27402708367905,16.665972916320946
410,B0139,S024,2026-05-30,2,4,60.12,completed,0.7288198407358268,43.81664882503791,16.30335117496209
411,B0139,S029,2026-06-07,3,5,237.46,completed,0.6237052687447523,148.1050531161289,89.35494688387112
412,B0139,S016,2026-06-09,4,3,152.28,completed,0.6364669602085204,96.9211887005535,55.3588112994465
413,B0141,S000,2026-04-25,1,2,102.69,completed,0.6866590753213011,70.51302044474441,32.176979555255585
414,B0142,S020,2026-05-13,1,3,170.06,completed,0.6295188795925589,107.05598066351057,63.004019336489435
415,B0142,S001,2026-05-25,2,3,98.76,completed,0.6391805412753497,63.125470256353545,35.63452974364646
416,B0142,S026,2026-06-08,3,4,140.92,completed,0.5926209408050167,83.51214297824295,57.40785702175704
417,B0142,S011,2026-06-29,4,7,146.73,cancelled,0.6860998604149426,100.67143251868453,46.058567481315464
418,B0142,S010,2026-06-29,5,2,77.01,completed,0.5664762091231685,43.62433286457521,33.3856671354248
419,B0143,S001,2026-02-04,1,8,393.93,completed,0.6391805412753497,251.79239062459854,142.13760937540147
420,B0143,S019,2026-02-19,2,4,75.1,completed,0.6777051895328171,50.89565973391456,24.20434026608543
421,B0143,S023,2026-04-02,3,7,141.54,completed,0.6318668012630086,89.43442705076625,52.105572949233746
422,B0143,S004,2026-04-22,4,3,124.29,completed,0.6352362604471946,78.95351481098182,45.33648518901819
423,B0143,S005,2026-06-28,5,6,184.96,completed,0.6402774048659351,118.42570880400336,66.53429119599664
424,B0144,S006,2026-06-21,1,5,216.11,completed,0.5827247642383339,125.93264879954634,90.17735120045367
425,B0145,S012,2026-02-27,1,1,27.97,completed,0.680902242856227,19.044835732688668,8.925164267311331
426,B0145,S018,2026-03-26,2,9,350.94,completed,0.6339454633852245,222.4768209204107,128.4631790795893
427,B0145,S011,2026-04-26,3,5,103.49,completed,0.6860998604149426,71.00447455434241,32.485525445657586
428,B0146,S027,2026-04-06,1,4,60.36,completed,0.5562268165769023,33.573850648581825,26.786149351418175
429,B0146,S006,2026-04-09,2,5,303.68,completed,0.5827247642383339,176.96185640389723,126.71814359610278
430,B0147,S022,2026-05-24,1,2,32.4,completed,0.7467955295919657,24.19617515877969,8.20382484122031
431,B0147,S002,2026-06-02,2,7,126.24,completed,0.6047253332563332,76.3405260702795,49.8994739297205
432,B0148,S010,2026-05-09,1,4,81.55,completed,0.5664762091231685,46.196134853994394,35.3538651460056
433,B0149,S025,2026-06-03,1,3,80.36,completed,0.5959909211782173,47.89383042588154,32.46616957411846
434,B0149,S008,2026-06-11,2,2,105.63,completed,0.6887364451562977,72.75123070185973,32.87876929814027
435,B0150,S017,2026-03-11,1,3,125.59,completed,0.7387231840335198,92.77624468276976,32.813755317230246
436,B0150,S016,2026-03-27,2,4,76.5,completed,0.6364669602085204,48.68972245595182,27.810277544048184
437,B0150,S013,2026-05-24,3,4,207.59,completed,0.6046519053996419,125.51968904191166,82.07031095808834
438,B0151,S012,2026-04-04,1,5,159.48,completed,0.680902242856227,108.59028969071107,50.889710309288915
439,B0152,S016,2026-06-25,1,2,100.84,completed,0.6364669602085204,64.1813282674272,36.6586717325728
440,B0152,S020,2026-06-29,2,3,191.04,completed,0.6295188795925589,120.26328675736245,70.77671324263754
441,B0153,S004,2026-02-18,1,3,163.87,completed,0.6352362604471946,104.09616599948178,59.77383400051822
442,B0153,S005,2026-03-01,2,5,132.31,completed,0.6402774048659351,84.71510343781188,47.594896562188126
443,B0153,S004,2026-03-05,3,4,97.39,completed,0.6352362604471946,61.86565940495228,35.52434059504772
444,B0153,S025,2026-04-02,4,3,53.94,completed,0.5959909211782173,32.14775028835304,21.79224971164696
445,B0153,S019,2026-04-20,5,6,115.75,completed,0.6777051895328171,78.44437568842358,37.30562431157642
446,B0153,S023,2026-05-21,6,4,163.82,completed,0.6318668012630086,103.51241938290607,60.30758061709392
447,B0153,S017,2026-06-01,7,6,103.07,completed,0.7387231840335198,76.14019857833487,26.92980142166512
448,B0153,S002,2026-06-11,8,3,72.51,completed,0.6047253332563332,43.84863391441672,28.661366085583282
449,B0153,S004,2026-06-27,9,5,272.3,completed,0.6352362604471946,172.9748337197711,99.3251662802289
450,B0154,S022,2026-02-05,1,3,125.85,completed,0.7467955295919657,93.98421739914887,31.86578260085112
451,B0154,S016,2026-02-12,2,1,26.11,completed,0.6364669602085204,16.61815233104447,9.49184766895553
452,B0154,S001,2026-04-17,3,1,45.48,completed,0.6391805412753497,29.069931017202904,16.410068982797092
453,B0154,S008,2026-05-06,4,4,111.56,completed,0.6887364451562977,76.83543782163657,34.72456217836343
454,B0154,S014,2026-05-06,5,3,78.82,completed,0.7401727124500821,58.34041319531546,20.47958680468453
455,B0155,S023,2026-05-11,1,2,85.89,completed,0.6318668012630086,54.271039560479814,31.618960439520187
456,B0155,S007,2026-05-24,2,4,106.2,cancelled,0.7089619097499859,75.2917548154485,30.908245184551504
457,B0155,S006,2026-05-30,3,4,211.57,cancelled,0.5827247642383339,123.2870783699043,88.2829216300957
458,B0155,S008,2026-06-17,4,2,95.03,cancelled,0.6887364451562977,65.45062438320298,29.579375616797023
459,B0156,S019,2026-05-20,1,5,153.42,completed,0.6777051895328171,103.97353017812479,49.4464698218752
460,B0157,S018,2026-04-25,1,3,76.27,completed,0.6339454633852245,48.35102049239107,27.918979507608924
461,B0159,S013,2026-05-21,1,6,358.52,completed,0.6046519053996419,216.7798011238796,141.7401988761204
462,B0159,S005,2026-05-26,2,7,140.65,completed,0.6402774048659351,90.05501699439378,50.594983005606224
463,B0160,S015,2026-03-24,1,2,106.98,completed,0.5802115783561801,62.07103465254415,44.908965347455855
464,B0161,S013,2026-06-28,1,3,53.08,completed,0.6046519053996419,32.09492313861299,20.985076861387007
465,B0162,S017,2026-01-17,1,4,78.4,completed,0.7387231840335198,57.91589762822795,20.484102371772053
466,B0162,S016,2026-01-25,2,3,111.1,completed,0.6364669602085204,70.71147927916662,40.38852072083337
467,B0162,S000,2026-01-30,3,9,402.26,completed,0.6866590753213011,276.21547963874656,126.04452036125343
468,B0162,S018,2026-02-27,4,3,98.45,completed,0.6339454633852245,62.411930870275356,36.03806912972465
469,B0162,S011,2026-02-27,5,3,107.66,completed,0.6860998604149426,73.86551097227272,33.79448902772728
470,B0162,S009,2026-04-09,6,4,216.15,completed,0.5941539225577521,128.42637036085813,87.72362963914188
471,B0162,S000,2026-04-11,7,5,129.4,completed,0.6866590753213011,88.85368434657637,40.54631565342363
472,B0162,S028,2026-04-16,8,5,292.64,completed,0.680333365075177,199.0927559555998,93.54724404440017
473,B0163,S016,2026-04-17,1,1,24.46,completed,0.6364669602085204,15.56798184670041,8.89201815329959
474,B0163,S018,2026-04-25,2,8,254.01,completed,0.6339454633852245,161.02848715448087,92.98151284551912
475,B0163,S028,2026-05-10,3,3,97.93,completed,0.680333365075177,66.62504644181209,31.30495355818792
476,B0163,S023,2026-05-26,4,3,96.47,cancelled,0.6318668012630086,60.95619031784244,35.51380968215756
477,B0163,S022,2026-06-26,5,5,160.24,completed,0.7467955295919657,119.66651566181659,40.57348433818342
478,B0164,S002,2026-04-30,1,5,259.89,completed,0.6047253332563332,157.1620668599884,102.72793314001157
479,B0164,S019,2026-05-04,2,2,84.5,completed,0.6777051895328171,57.266088515523045,27.233911484476955
480,B0164,S027,2026-05-20,3,3,89.64,completed,0.5562268165769023,49.86017183795352,39.77982816204648
481,B0164,S017,2026-06-07,4,2,110.69,completed,0.7387231840335198,81.7692692406703,28.9207307593297
482,B0164,S018,2026-06-29,5,3,120.14,completed,0.6339454633852245,76.16220797110087,43.97779202889913
483,B0165,S020,2026-03-19,1,4,123.2,cancelled,0.6295188795925589,77.55672596580327,45.643274034196736
484,B0165,S021,2026-03-22,2,4,124.26,completed,0.604843040469734,75.15779620876916,49.10220379123085
485,B0166,S015,2026-05-08,1,1,49.73,completed,0.5802115783561801,28.853921791652834,20.876078208347163
486,B0167,S012,2026-02-10,1,5,159.03,completed,0.680902242856227,108.28388368142578,50.746116318574224
487,B0167,S017,2026-03-13,2,6,336.54,completed,0.7387231840335198,248.60990035464076,87.93009964535926
488,B0168,S008,2026-04-26,1,2,38.49,completed,0.6887364451562977,26.5094657740659,11.9805342259341
489,B0168,S020,2026-06-03,2,4,72.31,cancelled,0.6295188795925589,45.52051018333794,26.789489816662062
490,B0168,S009,2026-06-13,3,5,203.88,completed,0.5941539225577521,121.1361017310745,82.74389826892549
491,B0169,S027,2026-04-24,1,1,36.63,completed,0.5562268165769023,20.374588291211932,16.25541170878807
492,B0169,S029,2026-05-03,2,5,245.37,completed,0.6237052687447523,153.03856179189987,92.33143820810014
493,B0169,S011,2026-05-15,3,4,100.99,completed,0.6860998604149426,69.28922490330505,31.70077509669494
494,B0169,S017,2026-05-26,4,6,145.41,completed,0.7387231840335198,107.41773819031411,37.992261809685886
495,B0170,S026,2026-06-23,1,5,238.64,completed,0.5926209408050167,141.42306131370918,97.2169386862908
496,B0171,S022,2026-04-23,1,2,86.44,cancelled,0.7467955295919657,64.55300557792951,21.886994422070487
497,B0171,S008,2026-05-21,2,3,107.6,completed,0.6887364451562977,74.10804149881763,33.49195850118237
498,B0172,S012,2026-02-12,1,3,132.59,completed,0.680902242856227,90.28082838030714,42.30917161969286
499,B0173,S009,2026-04-09,1,7,372.73,completed,0.5941539225577521,221.45899155495096,151.27100844504906
500,B0173,S022,2026-05-12,2,6,139.02,completed,0.7467955295919657,103.81951452387509,35.200485476124925
501,B0174,S000,2026-01-28,1,6,256.43,completed,0.6866590753213011,176.07998668464126,80.35001331535875
502,B0175,S007,2026-06-16,1,3,106.14,completed,0.7089619097499859,75.2492171008635,30.890782899136497
503,B0175,S027,2026-06-22,2,2,94.42,completed,0.5562268165769023,52.51893602119112,41.901063978808885
504,B0176,S015,2026-04-24,1,5,77.14,completed,0.5802115783561801,44.75752115439573,32.38247884560427
505,B0177,S021,2026-03-22,1,4,128.75,completed,0.604843040469734,77.87354146047825,50.87645853952175
506,B0177,S012,2026-05-30,2,5,176.53,completed,0.680902242856227,120.19967293140975,56.33032706859025
507,B0178,S026,2026-05-16,1,1,53.32,completed,0.5926209408050167,31.59854856372349,21.72145143627651
508,B0179,S024,2026-02-02,1,5,222.09,completed,0.7288198407358268,161.8635984290198,60.226401570980215
509,B0179,S017,2026-03-22,2,6,221.84,completed,0.7387231840335198,163.87835114599602,57.96164885400398
510,B0179,S017,2026-03-30,3,2,84.33,completed,0.7387231840335198,62.29652610954672,22.03347389045328
511,B0179,S016,2026-03-30,4,4,194.94,completed,0.6364669602085204,124.07286922304897,70.86713077695103
512,B0180,S009,2026-05-12,1,5,117.81,completed,0.5941539225577521,69.99727361652877,47.81272638347123
513,B0181,S002,2026-02-28,1,2,65.4,completed,0.6047253332563332,39.549036794964195,25.85096320503581
514,B0181,S005,2026-02-28,2,2,101.21,completed,0.6402774048659351,64.80247614648128,36.40752385351871
515,B0181,S015,2026-04-14,3,6,280.15,completed,0.5802115783561801,162.54627367648385,117.60372632351613
516,B0181,S005,2026-04-15,4,4,115.02,completed,0.6402774048659351,73.64470710767985,41.37529289232015
517,B0181,S018,2026-06-25,5,4,211.96,completed,0.6339454633852245,134.3710804191322,77.58891958086781
518,B0182,S014,2026-02-15,1,2,80.35,completed,0.7401727124500821,59.47287744536409,20.877122554635903
519,B0182,S022,2026-03-12,2,3,182.76,cancelled,0.7467955295919657,136.48435098822765,46.275649011772344
520,B0182,S009,2026-03-15,3,3,115.21,completed,0.5941539225577521,68.45247341787862,46.75752658212137
521,B0182,S015,2026-04-09,4,3,157.59,completed,0.5802115783561801,91.43554263315042,66.15445736684958
522,B0182,S003,2026-04-11,5,3,140.8,cancelled,0.7494249000315423,105.51902592444117,35.280974075558845
523,B0182,S004,2026-04-14,6,6,356.32,completed,0.6352362604471946,226.34738432254437,129.97261567745562
524,B0182,S014,2026-05-16,7,7,354.33,completed,0.7401727124500821,262.26539720243755,92.06460279756243
525,B0182,S008,2026-05-26,8,9,440.46,completed,0.6887364451562977,303.3608546335429,137.0991453664571
526,B0183,S022,2026-01-10,1,4,101.54,completed,0.7467955295919657,75.8296180747682,25.7103819252318
527,B0183,S008,2026-02-07,2,3,122.89,completed,0.6887364451562977,84.63882174525743,38.25117825474257
528,B0183,S017,2026-03-25,3,8,309.66,completed,0.7387231840335198,228.75302116781975,80.90697883218027
529,B0183,S018,2026-04-07,4,3,150.73,completed,0.6339454633852245,95.55459969605488,55.17540030394511
530,B0183,S024,2026-04-25,5,7,223.24,completed,0.7288198407358268,162.701741245866,60.538258754134006
531,B0184,S001,2026-04-14,1,6,162.21,completed,0.6391805412753497,103.68147560027448,58.52852439972553
532,B0184,S003,2026-04-21,2,5,125.65,completed,0.7494249000315423,94.16523868896329,31.48476131103672
533,B0184,S028,2026-04-25,3,4,141.7,completed,0.680333365075177,96.40323783115258,45.29676216884741
